-0.000008128000,3.60000,
-00.000008124000,4.40000,
-00.000008120000,3.60000,
-00.000008116000,4.20000,
-00.000008112000,4.20000,
-00.000008108000,3.20000,
-00.000008104000,4.60000,
-00.000008100000,3.20000,
-00.000008096000,3.80000,
-00.000008092000,4.00000,
-00.000008088000,3.00000,
-00.000008084000,4.80000,
-00.000008080000,3.00000,
-00.000008076000,3.80000,
-00.000008072000,3.80000,
-00.000008068000,3.00000,
-00.000008064000,4.40000,
-00.000008060000,2.80000,
-00.000008056000,4.00000,
-00.000008052000,3.80000,
-00.000008048000,3.00000,
-00.000008044000,3.80000,
-00.000008040000,3.00000,
-00.000008036000,3.60000,
-00.000008032000,3.20000,
-00.000008028000,3.00000,
-00.000008024000,3.60000,
-00.000008020000,2.80000,
-00.000008016000,3.20000,
-00.000008012000,3.20000,
-00.000008008000,2.80000,
-00.000008004000,3.20000,
-00.000008000000,2.80000,
-00.000007996000,3.20000,
-00.000007992000,2.60000,
-00.000007988000,2.60000,
-00.000007984000,3.00000,
-00.000007980000,2.20000,
-00.000007976000,3.40000,
-00.000007972000,2.20000,
-00.000007968000,2.80000,
-00.000007964000,2.60000,
-00.000007960000,1.80000,
-00.000007956000,3.00000,
-00.000007952000,1.60000,
-00.000007948000,2.60000,
-00.000007944000,2.60000,
-00.000007940000,1.20000,
-00.000007936000,2.80000,
-00.000007932000,1.00000,
-00.000007928000,1.80000,
-00.000007924000,2.20000,
-00.000007920000,1.00000,
-00.000007916000,2.20000,
-00.000007912000,1.00000,
-00.000007908000,1.60000,
-00.000007904000,1.60000,
-00.000007900000,1.00000,
-00.000007896000,1.60000,
-00.000007892000,0.80000,
-00.000007888000,1.60000,
-00.000007884000,1.00000,
-00.000007880000,1.00000,
-00.000007876000,1.20000,
-00.000007872000,0.40000,
-00.000007868000,1.60000,
-00.000007864000,0.40000,
-00.000007860000,0.80000,
-00.000007856000,0.80000,
-00.000007852000,  -0.20000,
-00.000007848000,1.20000,
-00.000007844000,  -0.20000,
-00.000007840000,0.60000,
-00.000007836000,0.20000,
-00.000007832000,  -0.40000,
-00.000007828000,1.00000,
-00.000007824000,  -0.80000,
-00.000007820000,0.40000,
-00.000007816000,  -0.40000,
-00.000007812000,  -1.00000,
-00.000007808000,0.60000,
-00.000007804000,  -1.40000,
-00.000007800000,0.20000,
-00.000007796000,  -0.80000,
-00.000007792000,  -1.00000,
-00.000007788000,0.40000,
-00.000007784000,  -1.40000,
-00.000007780000,  -0.40000,
-00.000007776000,  -1.00000,
-00.000007772000,  -1.40000,
-00.000007768000,  -0.40000,
-00.000007764000,  -1.40000,
-00.000007760000,  -0.60000,
-00.000007756000,  -1.20000,
-00.000007752000,  -1.40000,
-00.000007748000,  -1.20000,
-00.000007744000,  -1.80000,
-00.000007740000,  -1.20000,
-00.000007736000,  -2.20000,
-00.000007732000,  -1.20000,
-00.000007728000,  -1.80000,
-00.000007724000,  -2.20000,
-00.000007720000,  -1.60000,
-00.000007716000,  -2.60000,
-00.000007712000,  -1.60000,
-00.000007708000,  -2.20000,
-00.000007704000,  -2.60000,
-00.000007700000,  -1.40000,
-00.000007696000,  -3.20000,
-00.000007692000,  -1.80000,
-00.000007688000,  -2.20000,
-00.000007684000,  -3.20000,
-00.000007680000,  -1.60000,
-00.000007676000,  -3.20000,
-00.000007672000,  -2.40000,
-00.000007668000,  -2.60000,
-00.000007664000,  -3.20000,
-00.000007660000,  -2.20000,
-00.000007656000,  -3.20000,
-00.000007652000,  -3.20000,
-00.000007648000,  -3.00000,
-00.000007644000,  -3.20000,
-00.000007640000,  -3.00000,
-00.000007636000,  -3.60000,
-00.000007632000,  -2.60000,
-00.000007628000,  -3.40000,
-00.000007624000,  -3.20000,
-00.000007620000,  -3.20000,
-00.000007616000,  -3.80000,
-00.000007612000,  -3.20000,
-00.000007608000,  -4.20000,
-00.000007604000,  -3.40000,
-00.000007600000,  -3.80000,
-00.000007596000,  -3.80000,
-00.000007592000,  -3.20000,
-00.000007588000,  -4.20000,
-00.000007584000,  -3.20000,
-00.000007580000,  -4.20000,
-00.000007576000,  -3.80000,
-00.000007572000,  -3.40000,
-00.000007568000,  -4.40000,
-00.000007564000,  -3.20000,
-00.000007560000,  -4.20000,
-00.000007556000,  -3.80000,
-00.000007552000,  -3.40000,
-00.000007548000,  -4.60000,
-00.000007544000,  -3.60000,
-00.000007540000,  -4.60000,
-00.000007536000,  -4.40000,
-00.000007532000,  -3.60000,
-00.000007528000,  -4.40000,
-00.000007524000,  -3.80000,
-00.000007520000,  -4.40000,
-00.000007516000,  -4.20000,
-00.000007512000,  -4.00000,
-00.000007508000,  -4.40000,
-00.000007504000,  -4.00000,
-00.000007500000,  -4.20000,
-00.000007496000,  -3.80000,
-00.000007492000,  -4.20000,
-00.000007488000,  -4.20000,
-00.000007484000,  -3.60000,
-00.000007480000,  -5.00000,
-00.000007476000,  -4.40000,
-00.000007472000,  -4.80000,
-00.000007468000,  -4.80000,
-00.000007464000,  -3.80000,
-00.000007460000,  -5.40000,
-00.000007456000,  -3.80000,
-00.000007452000,  -4.60000,
-00.000007448000,  -4.40000,
-00.000007444000,  -3.80000,
-00.000007440000,  -5.20000,
-00.000007436000,  -4.00000,
-00.000007432000,  -4.60000,
-00.000007428000,  -4.40000,
-00.000007424000,  -4.00000,
-00.000007420000,  -5.20000,
-00.000007416000,  -3.60000,
-00.000007412000,  -4.60000,
-00.000007408000,  -3.80000,
-00.000007404000,  -4.20000,
-00.000007400000,  -4.60000,
-00.000007396000,  -3.80000,
-00.000007392000,  -4.80000,
-00.000007388000,  -3.80000,
-00.000007384000,  -4.40000,
-00.000007380000,  -4.00000,
-00.000007376000,  -3.40000,
-00.000007372000,  -4.40000,
-00.000007368000,  -3.40000,
-00.000007364000,  -4.40000,
-00.000007360000,  -3.60000,
-00.000007356000,  -3.80000,
-00.000007352000,  -4.20000,
-00.000007348000,  -3.20000,
-00.000007344000,  -4.40000,
-00.000007340000,  -3.40000,
-00.000007336000,  -3.60000,
-00.000007332000,  -4.40000,
-00.000007328000,  -2.60000,
-00.000007324000,  -4.40000,
-00.000007320000,  -3.20000,
-00.000007316000,  -3.40000,
-00.000007312000,  -4.20000,
-00.000007308000,  -2.40000,
-00.000007304000,  -3.80000,
-00.000007300000,  -2.80000,
-00.000007296000,  -3.00000,
-00.000007292000,  -3.80000,
-00.000007288000,  -2.60000,
-00.000007284000,  -3.60000,
-00.000007280000,  -2.80000,
-00.000007276000,  -2.80000,
-00.000007272000,  -3.20000,
-00.000007268000,  -2.60000,
-00.000007264000,  -3.40000,
-00.000007260000,  -2.20000,
-00.000007256000,  -2.60000,
-00.000007252000,  -2.80000,
-00.000007248000,  -2.00000,
-00.000007244000,  -3.00000,
-00.000007240000,  -2.00000,
-00.000007236000,  -2.60000,
-00.000007232000,  -2.20000,
-00.000007228000,  -2.00000,
-00.000007224000,  -2.60000,
-00.000007220000,  -1.40000,
-00.000007216000,  -2.60000,
-00.000007212000,  -1.60000,
-00.000007208000,  -1.60000,
-00.000007204000,  -2.20000,
-00.000007200000,  -1.00000,
-00.000007196000,  -2.20000,
-00.000007192000,  -1.20000,
-00.000007188000,  -1.40000,
-00.000007184000,  -2.00000,
-00.000007180000,  -0.60000,
-00.000007176000,  -2.00000,
-00.000007172000,  -1.00000,
-00.000007168000,  -1.00000,
-00.000007164000,  -1.80000,
-00.000007160000,  -0.40000,
-00.000007156000,  -1.40000,
-00.000007152000,  -0.40000,
-00.000007148000,  -0.80000,
-00.000007144000,  -1.00000,
-00.000007140000,  -0.60000,
-00.000007136000,  -1.00000,
-00.000007132000,  -0.40000,
-00.000007128000,  -0.80000,
-00.000007124000,  -0.60000,
-00.000007120000,  -0.60000,
-00.000007116000,  -0.40000,
-00.000007112000,0.20000,
-00.000007108000,  -0.80000,
-00.000007104000,0.40000,
-00.000007100000,0.00000,
-00.000007096000,  -0.40000,
-00.000007092000,1.00000,
-00.000007088000,  -0.80000,
-00.000007084000,0.80000,
-00.000007080000,0.60000,
-00.000007076000,0.00000,
-00.000007072000,1.40000,
-00.000007068000,0.00000,
-00.000007064000,0.80000,
-00.000007060000,0.80000,
-00.000007056000,0.40000,
-00.000007052000,1.60000,
-00.000007048000,0.40000,
-00.000007044000,1.40000,
-00.000007040000,1.00000,
-00.000007036000,1.00000,
-00.000007032000,1.60000,
-00.000007028000,0.80000,
-00.000007024000,1.60000,
-00.000007020000,1.40000,
-00.000007016000,1.60000,
-00.000007012000,1.80000,
-00.000007008000,1.00000,
-00.000007004000,2.40000,
-00.000007000000,1.20000,
-00.000006996000,2.00000,
-00.000006992000,1.80000,
-00.000006988000,1.60000,
-00.000006984000,2.80000,
-00.000006980000,1.60000,
-00.000006976000,2.40000,
-00.000006972000,2.00000,
-00.000006968000,2.00000,
-00.000006964000,3.00000,
-00.000006960000,1.80000,
-00.000006956000,3.00000,
-00.000006952000,2.20000,
-00.000006948000,2.20000,
-00.000006944000,3.40000,
-00.000006940000,1.40000,
-00.000006936000,3.20000,
-00.000006932000,2.60000,
-00.000006928000,2.60000,
-00.000006924000,3.40000,
-00.000006920000,2.00000,
-00.000006916000,3.40000,
-00.000006912000,2.80000,
-00.000006908000,2.60000,
-00.000006904000,3.80000,
-00.000006900000,3.00000,
-00.000006896000,3.40000,
-00.000006892000,2.80000,
-00.000006888000,3.60000,
-00.000006884000,3.00000,
-00.000006880000,3.20000,
-00.000006876000,4.00000,
-00.000006872000,2.80000,
-00.000006868000,4.20000,
-00.000006864000,3.20000,
-00.000006860000,3.20000,
-00.000006856000,4.00000,
-00.000006852000,2.80000,
-00.000006848000,4.40000,
-00.000006844000,3.20000,
-00.000006840000,3.60000,
-00.000006836000,4.40000,
-00.000006832000,2.80000,
-00.000006828000,4.40000,
-00.000006824000,3.60000,
-00.000006820000,3.80000,
-00.000006816000,4.20000,
-00.000006812000,3.20000,
-00.000006808000,4.40000,
-00.000006804000,3.60000,
-00.000006800000,4.00000,
-00.000006796000,4.00000,
-00.000006792000,3.20000,
-00.000006788000,4.60000,
-00.000006784000,3.60000,
-00.000006780000,4.20000,
-00.000006776000,4.20000,
-00.000006772000,3.40000,
-00.000006768000,4.40000,
-00.000006764000,3.60000,
-00.000006760000,4.40000,
-00.000006756000,4.40000,
-00.000006752000,4.20000,
-00.000006748000,4.20000,
-00.000006744000,3.20000,
-00.000006740000,4.20000,
-00.000006736000,3.60000,
-00.000006732000,4.00000,
-00.000006728000,4.00000,
-00.000006724000,3.60000,
-00.000006720000,4.60000,
-00.000006716000,3.40000,
-00.000006712000,4.20000,
-00.000006708000,4.40000,
-00.000006704000,3.20000,
-00.000006700000,4.40000,
-00.000006696000,3.40000,
-00.000006692000,3.80000,
-00.000006688000,4.40000,
-00.000006684000,3.00000,
-00.000006680000,4.40000,
-00.000006676000,3.80000,
-00.000006672000,3.80000,
-00.000006668000,4.00000,
-00.000006664000,3.00000,
-00.000006660000,4.00000,
-00.000006656000,3.40000,
-00.000006652000,3.40000,
-00.000006648000,3.80000,
-00.000006644000,3.00000,
-00.000006640000,4.00000,
-00.000006636000,3.00000,
-00.000006632000,3.60000,
-00.000006628000,3.00000,
-00.000006624000,3.00000,
-00.000006620000,3.40000,
-00.000006616000,2.80000,
-00.000006612000,3.60000,
-00.000006608000,2.60000,
-00.000006604000,3.40000,
-00.000006600000,3.40000,
-00.000006596000,2.40000,
-00.000006592000,3.40000,
-00.000006588000,2.40000,
-00.000006584000,3.20000,
-00.000006580000,3.00000,
-00.000006576000,2.20000,
-00.000006572000,3.60000,
-00.000006568000,1.80000,
-00.000006564000,2.80000,
-00.000006560000,2.80000,
-00.000006556000,1.80000,
-00.000006552000,3.40000,
-00.000006548000,1.80000,
-00.000006544000,2.40000,
-00.000006540000,2.60000,
-00.000006536000,1.80000,
-00.000006532000,2.80000,
-00.000006528000,1.80000,
-00.000006524000,1.80000,
-00.000006520000,2.20000,
-00.000006516000,1.60000,
-00.000006512000,2.20000,
-00.000006508000,1.60000,
-00.000006504000,1.80000,
-00.000006500000,1.20000,
-00.000006496000,2.00000,
-00.000006492000,1.60000,
-00.000006488000,1.20000,
-00.000006484000,2.00000,
-00.000006480000,0.40000,
-00.000006476000,1.60000,
-00.000006472000,1.40000,
-00.000006468000,0.40000,
-00.000006464000,1.80000,
-00.000006460000,0.20000,
-00.000006456000,1.00000,
-00.000006452000,1.20000,
-00.000006448000,0.20000,
-00.000006444000,1.60000,
-00.000006440000,  -0.20000,
-00.000006436000,1.00000,
-00.000006432000,0.60000,
-00.000006428000,0.00000,
-00.000006424000,1.00000,
-00.000006420000,0.00000,
-00.000006416000,0.60000,
-00.000006412000,0.00000,
-00.000006408000,  -0.20000,
-00.000006404000,0.20000,
-00.000006400000,  -0.40000,
-00.000006396000,0.20000,
-00.000006392000,  -0.60000,
-00.000006388000,  -0.20000,
-00.000006384000,  -0.20000,
-00.000006380000,  -0.60000,
-00.000006376000,0.00000,
-00.000006372000,  -1.20000,
-00.000006368000,  -0.40000,
-00.000006364000,  -1.00000,
-00.000006360000,  -1.20000,
-00.000006356000,  -0.40000,
-00.000006352000,  -1.60000,
-00.000006348000,  -0.60000,
-00.000006344000,  -1.60000,
-00.000006340000,  -1.40000,
-00.000006336000,  -0.40000,
-00.000006332000,  -2.20000,
-00.000006328000,  -1.00000,
-00.000006324000,  -1.80000,
-00.000006320000,  -2.00000,
-00.000006316000,  -0.80000,
-00.000006312000,  -2.40000,
-00.000006308000,  -1.00000,
-00.000006304000,  -2.00000,
-00.000006300000,  -2.40000,
-00.000006296000,  -1.40000,
-00.000006292000,  -3.00000,
-00.000006288000,  -1.60000,
-00.000006284000,  -2.20000,
-00.000006280000,  -2.40000,
-00.000006276000,  -2.00000,
-00.000006272000,  -2.60000,
-00.000006268000,  -2.20000,
-00.000006264000,  -2.80000,
-00.000006260000,  -2.40000,
-00.000006256000,  -2.60000,
-00.000006252000,  -2.80000,
-00.000006248000,  -2.20000,
-00.000006244000,  -3.60000,
-00.000006240000,  -2.40000,
-00.000006236000,  -2.80000,
-00.000006232000,  -3.40000,
-00.000006228000,  -2.20000,
-00.000006224000,  -3.80000,
-00.000006220000,  -2.20000,
-00.000006216000,  -3.20000,
-00.000006212000,  -3.40000,
-00.000006208000,  -2.60000,
-00.000006204000,  -4.00000,
-00.000006200000,  -2.60000,
-00.000006196000,  -3.40000,
-00.000006192000,  -3.60000,
-00.000006188000,  -2.80000,
-00.000006184000,  -4.00000,
-00.000006180000,  -2.60000,
-00.000006176000,  -3.80000,
-00.000006172000,  -3.60000,
-00.000006168000,  -3.40000,
-00.000006164000,  -4.40000,
-00.000006160000,  -3.20000,
-00.000006156000,  -4.20000,
-00.000006152000,  -3.40000,
-00.000006148000,  -3.60000,
-00.000006144000,  -4.20000,
-00.000006140000,  -3.40000,
-00.000006136000,  -4.40000,
-00.000006132000,  -3.60000,
-00.000006128000,  -4.40000,
-00.000006124000,  -4.00000,
-00.000006120000,  -3.80000,
-00.000006116000,  -4.40000,
-00.000006112000,  -3.20000,
-00.000006108000,  -4.60000,
-00.000006104000,  -3.80000,
-00.000006100000,  -3.60000,
-00.000006096000,  -4.80000,
-00.000006092000,  -3.40000,
-00.000006088000,  -4.80000,
-00.000006084000,  -4.00000,
-00.000006080000,  -4.00000,
-00.000006076000,  -5.00000,
-00.000006072000,  -3.40000,
-00.000006068000,  -5.00000,
-00.000006064000,  -4.20000,
-00.000006060000,  -3.60000,
-00.000006056000,  -4.80000,
-00.000006052000,  -3.80000,
-00.000006048000,  -4.60000,
-00.000006044000,  -4.00000,
-00.000006040000,  -4.00000,
-00.000006036000,  -4.40000,
-00.000006032000,  -4.00000,
-00.000006028000,  -4.40000,
-00.000006024000,  -4.00000,
-00.000006020000,  -4.20000,
-00.000006016000,  -4.20000,
-00.000006012000,  -3.80000,
-00.000006008000,  -4.40000,
-00.000006004000,  -3.60000,
-00.000006000000,  -4.20000,
-00.000005996000,  -4.20000,
-00.000005992000,  -3.60000,
-00.000005988000,  -4.40000,
-00.000005984000,  -3.60000,
-00.000005980000,  -4.60000,
-00.000005976000,  -3.80000,
-00.000005972000,  -3.60000,
-00.000005968000,  -4.60000,
-00.000005964000,  -3.20000,
-00.000005960000,  -4.20000,
-00.000005956000,  -4.00000,
-00.000005952000,  -3.60000,
-00.000005948000,  -4.80000,
-00.000005944000,  -3.00000,
-00.000005940000,  -4.40000,
-00.000005936000,  -3.80000,
-00.000005932000,  -3.40000,
-00.000005928000,  -4.40000,
-00.000005924000,  -3.00000,
-00.000005920000,  -3.80000,
-00.000005916000,  -3.40000,
-00.000005912000,  -3.20000,
-00.000005908000,  -4.00000,
-00.000005904000,  -3.20000,
-00.000005900000,  -3.80000,
-00.000005896000,  -3.00000,
-00.000005892000,  -3.60000,
-00.000005888000,  -3.00000,
-00.000005884000,  -3.00000,
-00.000005880000,  -3.60000,
-00.000005876000,  -2.60000,
-00.000005872000,  -3.40000,
-00.000005868000,  -2.80000,
-00.000005864000,  -2.80000,
-00.000005860000,  -3.60000,
-00.000005856000,  -2.00000,
-00.000005852000,  -3.60000,
-00.000005848000,  -2.60000,
-00.000005844000,  -2.40000,
-00.000005840000,  -3.20000,
-00.000005836000,  -1.80000,
-00.000005832000,  -3.00000,
-00.000005828000,  -2.20000,
-00.000005824000,  -2.40000,
-00.000005820000,  -3.00000,
-00.000005816000,  -1.40000,
-00.000005812000,  -3.00000,
-00.000005808000,  -1.60000,
-00.000005804000,  -1.80000,
-00.000005800000,  -2.60000,
-00.000005796000,  -1.00000,
-00.000005792000,  -2.40000,
-00.000005788000,  -1.00000,
-00.000005784000,  -1.80000,
-00.000005780000,  -2.00000,
-00.000005776000,  -1.20000,
-00.000005772000,  -2.20000,
-00.000005768000,  -1.00000,
-00.000005764000,  -1.80000,
-00.000005760000,  -1.20000,
-00.000005756000,  -1.20000,
-00.000005752000,  -1.60000,
-00.000005748000,  -1.00000,
-00.000005744000,  -1.60000,
-00.000005740000,  -0.60000,
-00.000005736000,  -1.20000,
-00.000005732000,  -1.00000,
-00.000005728000,  -0.20000,
-00.000005724000,  -1.40000,
-00.000005720000,0.20000,
-00.000005716000,  -0.60000,
-00.000005712000,  -1.00000,
-00.000005708000,0.20000,
-00.000005704000,  -1.00000,
-00.000005700000,0.20000,
-00.000005696000,0.00000,
-00.000005692000,  -0.60000,
-00.000005688000,0.80000,
-00.000005684000,  -0.40000,
-00.000005680000,0.40000,
-00.000005676000,0.60000,
-00.000005672000,  -0.20000,
-00.000005668000,1.00000,
-00.000005664000,0.20000,
-00.000005660000,0.60000,
-00.000005656000,0.60000,
-00.000005652000,0.60000,
-00.000005648000,1.00000,
-00.000005644000,0.40000,
-00.000005640000,1.20000,
-00.000005636000,0.60000,
-00.000005632000,1.20000,
-00.000005628000,1.20000,
-00.000005624000,0.60000,
-00.000005620000,1.80000,
-00.000005616000,0.60000,
-00.000005612000,1.80000,
-00.000005608000,1.40000,
-00.000005604000,1.20000,
-00.000005600000,2.20000,
-00.000005596000,0.80000,
-00.000005592000,2.20000,
-00.000005588000,1.40000,
-00.000005584000,1.40000,
-00.000005580000,2.60000,
-00.000005576000,1.20000,
-00.000005572000,2.60000,
-00.000005568000,1.80000,
-00.000005564000,2.00000,
-00.000005560000,2.80000,
-00.000005556000,1.40000,
-00.000005552000,2.80000,
-00.000005548000,2.00000,
-00.000005544000,2.20000,
-00.000005540000,2.60000,
-00.000005536000,2.20000,
-00.000005532000,2.60000,
-00.000005528000,2.40000,
-00.000005524000,2.60000,
-00.000005520000,3.00000,
-00.000005516000,2.60000,
-00.000005512000,2.60000,
-00.000005508000,2.60000,
-00.000005504000,2.80000,
-00.000005500000,2.60000,
-00.000005496000,2.80000,
-00.000005492000,3.20000,
-00.000005488000,2.40000,
-00.000005484000,3.60000,
-00.000005480000,2.80000,
-00.000005476000,3.00000,
-00.000005472000,3.40000,
-00.000005468000,2.60000,
-00.000005464000,3.80000,
-00.000005460000,3.20000,
-00.000005456000,3.00000,
-00.000005452000,4.20000,
-00.000005448000,3.00000,
-00.000005444000,4.20000,
-00.000005440000,3.40000,
-00.000005436000,3.60000,
-00.000005432000,3.80000,
-00.000005428000,3.20000,
-00.000005424000,4.00000,
-00.000005420000,3.60000,
-00.000005416000,3.60000,
-00.000005412000,3.80000,
-00.000005408000,3.60000,
-00.000005404000,4.20000,
-00.000005400000,3.40000,
-00.000005396000,4.20000,
-00.000005392000,3.60000,
-00.000005388000,3.80000,
-00.000005384000,4.40000,
-00.000005380000,3.40000,
-00.000005376000,4.40000,
-00.000005372000,3.80000,
-00.000005368000,4.00000,
-00.000005364000,4.40000,
-00.000005360000,3.20000,
-00.000005356000,5.00000,
-00.000005352000,3.60000,
-00.000005348000,4.00000,
-00.000005344000,4.40000,
-00.000005340000,3.40000,
-00.000005336000,4.80000,
-00.000005332000,3.60000,
-00.000005328000,4.20000,
-00.000005324000,4.20000,
-00.000005320000,3.40000,
-00.000005316000,4.80000,
-00.000005312000,3.40000,
-00.000005308000,4.20000,
-00.000005304000,4.20000,
-00.000005300000,3.00000,
-00.000005296000,4.40000,
-00.000005292000,3.40000,
-00.000005288000,4.20000,
-00.000005284000,3.80000,
-00.000005280000,3.20000,
-00.000005276000,4.00000,
-00.000005272000,3.20000,
-00.000005268000,4.40000,
-00.000005264000,3.40000,
-00.000005260000,3.80000,
-00.000005256000,4.20000,
-00.000005252000,3.00000,
-00.000005248000,4.20000,
-00.000005244000,3.00000,
-00.000005240000,3.60000,
-00.000005236000,3.60000,
-00.000005232000,3.00000,
-00.000005228000,4.20000,
-00.000005224000,2.80000,
-00.000005220000,3.40000,
-00.000005216000,3.60000,
-00.000005212000,2.80000,
-00.000005208000,4.20000,
-00.000005204000,2.60000,
-00.000005200000,3.40000,
-00.000005196000,3.20000,
-00.000005192000,2.80000,
-00.000005188000,3.60000,
-00.000005184000,2.20000,
-00.000005180000,3.40000,
-00.000005176000,2.80000,
-00.000005172000,2.20000,
-00.000005168000,3.40000,
-00.000005164000,2.00000,
-00.000005160000,2.80000,
-00.000005156000,2.40000,
-00.000005152000,2.40000,
-00.000005148000,3.00000,
-00.000005144000,2.20000,
-00.000005140000,2.60000,
-00.000005136000,2.00000,
-00.000005132000,2.40000,
-00.000005128000,2.20000,
-00.000005124000,2.00000,
-00.000005120000,2.40000,
-00.000005116000,1.40000,
-00.000005112000,2.60000,
-00.000005108000,1.80000,
-00.000005104000,1.60000,
-00.000005100000,2.40000,
-00.000005096000,0.80000,
-00.000005092000,2.60000,
-00.000005088000,1.60000,
-00.000005084000,1.00000,
-00.000005080000,2.40000,
-00.000005076000,0.60000,
-00.000005072000,1.80000,
-00.000005068000,1.40000,
-00.000005064000,0.60000,
-00.000005060000,1.60000,
-00.000005056000,0.40000,
-00.000005052000,1.20000,
-00.000005048000,1.20000,
-00.000005044000,0.60000,
-00.000005040000,1.40000,
-00.000005036000,0.40000,
-00.000005032000,1.00000,
-00.000005028000,0.40000,
-00.000005024000,0.60000,
-00.000005020000,0.60000,
-00.000005016000,  -0.20000,
-00.000005012000,0.60000,
-00.000005008000,  -0.20000,
-00.000005004000,0.60000,
-00.000005000000,0.20000,
-00.000004996000,  -0.20000,
-00.000004992000,0.80000,
-00.000004988000,  -1.00000,
-00.000004984000,0.00000,
-00.000004980000,0.00000,
-00.000004976000,  -0.80000,
-00.000004972000,0.40000,
-00.000004968000,  -1.40000,
-00.000004964000,0.20000,
-00.000004960000,  -0.60000,
-00.000004956000,  -1.20000,
-00.000004952000,0.20000,
-00.000004948000,  -1.40000,
-00.000004944000,0.00000,
-00.000004940000,  -1.00000,
-00.000004936000,  -1.20000,
-00.000004932000,0.00000,
-00.000004928000,  -1.80000,
-00.000004924000,  -0.60000,
-00.000004920000,  -1.60000,
-00.000004916000,  -1.60000,
-00.000004912000,  -0.80000,
-00.000004908000,  -2.00000,
-00.000004904000,  -1.00000,
-00.000004900000,  -2.00000,
-00.000004896000,  -1.40000,
-00.000004892000,  -1.80000,
-00.000004888000,  -2.00000,
-00.000004884000,  -1.40000,
-00.000004880000,  -2.60000,
-00.000004876000,  -1.40000,
-00.000004872000,  -2.40000,
-00.000004868000,  -2.20000,
-00.000004864000,  -1.60000,
-00.000004860000,  -3.00000,
-00.000004856000,  -1.40000,
-00.000004852000,  -2.80000,
-00.000004848000,  -2.40000,
-00.000004844000,  -1.80000,
-00.000004840000,  -3.80000,
-00.000004836000,  -1.60000,
